Song Title,duration_ms,tempo,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,chroma,explicit,popularity
Can't Help Falling in Love,29753.469387755104,114.84375,0.04821884,-66.303986,22.101162,0.900170340278528,0.016067652,1.011348,21.4768777468277,0.45729315,0.0,50.0
Return to Sender,30000.0,130.8139534883721,0.0998406,-64.647705,18.972252,0.8903999007669,0.0006222088,1.2101347,20.80395518191008,0.47024092,0.0,50.0
Viva Las Vegas,30000.0,144.23076923076923,0.14062676,-62.663044,14.205499,0.8720497594168373,0.00038955858,1.2733017,20.810570935518165,0.47267228,0.0,50.0
Suspicious Minds,29753.469387755104,112.34714673913044,0.13978314,-65.372314,20.170073,0.9023917765257773,0.00085542956,1.2368938,22.950807462030138,0.50140196,0.0,50.0
In the Ghetto,29753.469387755104,135.99917763157896,0.21331409,-62.431843,17.492771,0.8348363428076756,0.00095152296,1.224963,21.778840055440966,0.59700394,0.0,50.0
Burning Love,30000.0,170.45454545454547,0.09467778,-66.32815,19.087975,0.8453116981842372,0.0011221665,2.0151207,19.718606271912837,0.49167126,0.0,50.0
Always on My Mind,30000.0,117.1875,0.14274979,-65.41242,25.683037,0.8500317940217591,0.00044078217,1.4060941,21.453703639608403,0.47064185,0.0,50.0
Blue Suede Shoes,30000.0,119.68085106382979,0.18855585,-64.08064,18.935421,0.894206697946834,0.0009298886,1.2402382,22.050130480156707,0.4711747,0.0,50.0
Mystery Train,30000.0,144.23076923076923,0.14470787,-62.43633,17.614317,0.8564049825515481,0.001177323,1.4046313,19.58213345224718,0.6624542,0.0,50.0
My Baby Left Me,30000.0,114.79591836734694,0.13697296,-65.33252,17.179195,0.9000699555160935,0.0003819904,1.2067531,21.195385893456628,0.45897317,0.0,50.0
"Lawdy, Miss Clawdy",30000.0,106.13207547169812,0.15031014,-65.12002,19.291588,0.9074838019399132,0.00082789286,1.1149395,21.807959235489985,0.3818068,0.0,50.0
Paralyzed,30000.0,112.5,0.31508887,-59.08655,15.294188,0.8644280059688918,0.016427059,1.195263,19.84336453429413,0.61795205,0.0,50.0
Too Much,30000.0,110.29411764705883,0.1675257,-67.246994,21.65743,0.9060859875087949,0.013276552,0.9540629,21.785758150446455,0.3879892,0.0,50.0
